visa_type,country,processing_center,processing_time_days
Business,Japan,Tokyo,21
Student,Australia,London,19
Tourist,Germany,Paris,27
Business,Canada,New York,21
Work,Brazil,Sydney,44
Business,India,Delhi,40
Business,China,Beijing,37
Student,China,Sao Paulo,46
Family,France,Tokyo,25
Family,Canada,Berlin,12
Student,UK,Sao Paulo,45
Student,India,Sao Paulo,15
Student,India,Beijing,52
Family,Canada,Berlin,33
Student,France,London,43
Work,Japan,Beijing,20
Work,Brazil,Delhi,22
Tourist,Brazil,Delhi,22
Work,USA,Beijing,34
Business,Canada,Tokyo,43
Tourist,China,Delhi,16
Work,UK,New York,36
Business,France,Toronto,22
Work,USA,Berlin,36
Business,USA,New York,42
Student,Canada,Berlin,31
Business,Brazil,Toronto,44
Student,Brazil,Sydney,31
Business,Brazil,London,28
Business,India,Sao Paulo,22
Work,Germany,Sydney,10
Business,Japan,New York,23
Work,USA,Sao Paulo,55
Business,Brazil,Sao Paulo,57
Family,India,Toronto,58
Tourist,Japan,Toronto,16
Work,USA,Sydney,50
Work,Japan,London,37
Student,France,New York,60
Family,Germany,London,28
Student,India,Beijing,15
Family,China,Paris,56
Family,Germany,Berlin,39
Business,Australia,Delhi,39
Student,India,Berlin,52
Tourist,Germany,London,44
Family,USA,Beijing,44
Family,France,Sao Paulo,20
Work,USA,Berlin,12
Business,China,New York,56
Tourist,Australia,Tokyo,32
Family,France,Toronto,28
Work,UK,Beijing,47
Student,Australia,Tokyo,55
Family,Australia,Tokyo,27
Work,India,New York,25
Student,Australia,Tokyo,35
Business,India,Delhi,34
Student,Japan,Delhi,33
Family,China,Sydney,50
Tourist,Canada,Delhi,16
Student,India,Sydney,28
Tourist,India,Sydney,20
Tourist,Japan,Tokyo,28
Student,Australia,Berlin,58
Business,Brazil,New York,16
Student,Brazil,Delhi,10
Work,Australia,London,20
Tourist,Canada,New York,43
Family,Australia,Paris,45
Tourist,France,Sao Paulo,18
Family,Germany,Sao Paulo,15
Work,Germany,Beijing,16
Work,Japan,London,38
Work,Japan,New York,49
Student,Japan,Delhi,21
Tourist,India,Berlin,39
Family,Australia,New York,21
Work,Canada,Delhi,27
Work,France,Sydney,10
Family,Brazil,Beijing,24
Tourist,France,London,14
Tourist,France,New York,42
Family,Canada,Sydney,10
Business,Brazil,Beijing,60
Tourist,Brazil,Sao Paulo,53
Family,India,Sydney,31
Family,China,Beijing,57
Work,Germany,Sao Paulo,34
Family,USA,Tokyo,30
Student,Germany,Sydney,57
Work,Canada,Sydney,15
Work,Australia,Tokyo,12
Tourist,Australia,Beijing,55
Business,Canada,Paris,55
Tourist,Brazil,Beijing,15
Student,Germany,Berlin,18
Work,China,Tokyo,57
Work,India,London,21
Family,Japan,Toronto,13
Business,Germany,Delhi,10
Business,Japan,Beijing,50
Family,Japan,London,36
Student,Germany,London,49
Business,USA,Sydney,53
Work,USA,Sydney,57
Student,China,New York,30
Tourist,Japan,Sydney,49
Tourist,Germany,New York,41
Student,Japan,Sao Paulo,22
Work,China,New York,60
Tourist,Japan,Tokyo,10
Work,Germany,Paris,11
Family,France,Berlin,33
Business,India,Delhi,22
Student,Japan,London,57
Business,France,Tokyo,10
Family,India,Berlin,46
Tourist,France,Sydney,13
Work,Canada,Berlin,18
Work,UK,Tokyo,47
Family,France,Tokyo,43
Student,UK,Sao Paulo,59
Business,France,Tokyo,30
Tourist,Canada,Sao Paulo,43
Student,France,Sydney,20
Family,UK,Delhi,55
Family,Brazil,Beijing,18
Work,Australia,Paris,13
Tourist,Australia,Toronto,49
Student,China,Delhi,55
Work,Canada,Sydney,12
Tourist,Germany,Delhi,39
Business,India,Delhi,25
Business,France,Delhi,30
Work,UK,Berlin,12
Student,Germany,Sao Paulo,49
Tourist,Japan,Berlin,33
Business,USA,Paris,53
Business,Brazil,Sydney,31
Student,Brazil,Sao Paulo,35
Work,Germany,Sydney,31
Family,India,Sydney,23
Tourist,Canada,Delhi,11
Business,Germany,New York,14
Family,Canada,London,56
Student,Canada,Paris,52
Work,Australia,Paris,48
Tourist,Brazil,Delhi,14
Student,Brazil,Toronto,39
Work,Australia,Beijing,27
Student,Brazil,Delhi,34
Business,USA,Sydney,18
Business,Brazil,Berlin,40
Family,Brazil,Delhi,11
Student,Japan,Delhi,55
Business,UK,Sydney,44
Work,India,London,21
Family,India,Toronto,41
Tourist,Japan,Sydney,37
Student,Australia,London,41
Business,Germany,Sao Paulo,10
Work,USA,London,20
Student,India,Toronto,54
Work,USA,Berlin,25
Family,UK,Delhi,33
Business,UK,Delhi,41
Business,France,Tokyo,10
Family,China,Sao Paulo,44
Work,India,Paris,26
Student,USA,Paris,31
Work,Japan,Sydney,50
Student,USA,Sao Paulo,10
Family,Japan,Berlin,57
Tourist,Canada,Sydney,48
Student,China,London,12
Business,China,Berlin,13
Business,UK,Berlin,29
Business,USA,Sydney,37
Work,France,London,10
Work,Australia,New York,16
Work,Japan,Delhi,47
Business,USA,Tokyo,59
Student,India,Berlin,39
Business,France,Toronto,60
Student,France,Toronto,59
Work,Canada,Beijing,16
Tourist,USA,Tokyo,29
Work,Brazil,Beijing,32
Family,Canada,Berlin,25
Student,France,Paris,30
Tourist,China,Sao Paulo,10
Work,USA,Toronto,59
Tourist,UK,Sao Paulo,26
Business,UK,Tokyo,45
Student,Japan,Toronto,58
Family,UK,Tokyo,11
Business,India,Sao Paulo,32
Tourist,Germany,Tokyo,14
Work,India,Sao Paulo,21
Student,Australia,London,60
Family,Brazil,Delhi,50
Work,China,Delhi,43
Family,Germany,Sydney,26
Student,Germany,Tokyo,30
Tourist,Germany,Berlin,13
Family,Australia,New York,52
Student,Germany,Sydney,35
Family,France,Tokyo,54
Work,UK,London,34
Family,Canada,Sydney,35
Work,Brazil,Berlin,59
Work,Japan,New York,50
Student,France,Tokyo,33
Business,Australia,Sao Paulo,36
Family,Japan,Sao Paulo,22
Tourist,Brazil,Toronto,57
Work,Canada,Sydney,60
Business,USA,New York,30
Work,Japan,Berlin,46
Business,Canada,Beijing,26
Business,France,Toronto,49
Tourist,France,Berlin,34
Business,China,Sydney,59
Tourist,China,Toronto,19
Student,India,London,41
Work,Canada,Sydney,24
Tourist,Japan,Sydney,54
Work,Canada,Sydney,38
Family,Canada,Delhi,56
Student,Australia,New York,16
Family,Australia,Tokyo,35
Family,France,Tokyo,44
Business,India,Tokyo,27
Business,Canada,Toronto,35
Family,Japan,Toronto,43
Business,UK,Beijing,11
Work,Germany,Paris,35
Business,Germany,Paris,58
Family,Brazil,New York,37
Business,UK,Tokyo,35
Business,Germany,Delhi,43
Tourist,UK,Beijing,50
Tourist,Australia,London,16
Family,France,New York,46
Work,France,Sao Paulo,31
Student,Australia,Delhi,47
Student,USA,Tokyo,38
Family,India,Toronto,33
Work,UK,Beijing,44
Work,UK,Delhi,52
Work,Germany,Sao Paulo,13
Tourist,China,Sydney,42
Family,USA,Sydney,41
Student,USA,Berlin,25
Work,Germany,Berlin,33
Family,France,New York,50
Student,Canada,Sydney,35
Tourist,USA,London,50
Business,UK,New York,41
Student,India,Beijing,21
Student,Brazil,Berlin,23
Student,China,Toronto,28
Business,Germany,Berlin,57
Work,Brazil,Sao Paulo,27
Business,Japan,Beijing,43
Student,UK,Delhi,54
Tourist,China,Sydney,41
Student,Australia,Paris,42
Tourist,India,Delhi,17
Family,Canada,Berlin,46
Tourist,Brazil,Berlin,34
Student,Canada,Delhi,55
Business,Brazil,New York,42
Student,Japan,Sao Paulo,59
Student,Japan,New York,13
Family,India,Sao Paulo,52
Work,UK,Beijing,55
Student,China,New York,20
Family,India,Toronto,20
Business,Japan,Paris,58
Family,USA,New York,30
Family,Canada,Paris,30
Tourist,UK,Beijing,60
Work,China,Berlin,23
Work,China,Sydney,22
Business,USA,Beijing,43
Family,USA,Sydney,42
Business,France,London,26
Business,USA,Sao Paulo,53
Work,Brazil,Beijing,17
Work,Germany,Beijing,34
Work,India,Tokyo,26
Student,India,Delhi,35
Family,Brazil,Paris,14
Business,UK,Tokyo,30
Family,UK,Paris,52
Business,Japan,Toronto,25
Business,USA,Paris,27
Business,China,Toronto,13
Business,UK,Berlin,50
Tourist,Germany,Beijing,20
Tourist,Australia,Sao Paulo,53
Student,Japan,Sydney,21
Work,France,Sydney,34
Business,USA,Sydney,60
Family,UK,Delhi,47
Tourist,India,London,35
Work,France,Delhi,42
Student,USA,Tokyo,41
Work,China,London,36
Business,USA,Paris,18
Work,USA,Toronto,59
Business,UK,Berlin,35
Tourist,Brazil,New York,20
Tourist,Canada,Beijing,10
Business,France,Beijing,32
Family,Brazil,New York,11
Tourist,USA,Sao Paulo,37
Family,Canada,Tokyo,57
Business,China,New York,31
Business,UK,Delhi,35
Tourist,Brazil,Toronto,55
Family,Australia,Paris,31
Business,Japan,Paris,38
Tourist,France,Toronto,14
Business,USA,Delhi,23
Work,India,Berlin,15
Work,France,Berlin,48
Tourist,Canada,Sao Paulo,44
Business,USA,Berlin,23
Tourist,Brazil,Sydney,59
Student,India,New York,27
Tourist,France,Paris,21
Tourist,France,Delhi,43
Work,Australia,Delhi,55
Work,Canada,Berlin,42
Business,Canada,Delhi,23
Tourist,Australia,Beijing,36
Tourist,Canada,Sao Paulo,27
Business,USA,Sydney,49
Family,Germany,Toronto,12
Business,China,Tokyo,60
Work,Germany,Paris,23
Work,India,London,16
Tourist,Australia,London,33
Work,USA,Sydney,10
Business,UK,London,39
Tourist,UK,Delhi,13
Business,Brazil,Sydney,37
Business,India,Delhi,57
Tourist,Canada,New York,19
Family,France,Tokyo,39
Work,France,New York,59
Student,Brazil,New York,29
Student,Germany,Toronto,42
Student,Germany,Beijing,31
Work,France,Beijing,30
Family,France,Sao Paulo,13
Business,Canada,London,57
Tourist,Germany,Beijing,17
Family,USA,Berlin,26
Student,China,London,59
Work,Australia,Sydney,10
Work,Brazil,London,33
Tourist,UK,Sydney,26
Business,USA,Sao Paulo,38
Family,India,Delhi,16
Family,China,London,31
Family,USA,Beijing,22
Business,UK,Beijing,23
Business,Brazil,Beijing,20
Business,Australia,Delhi,24
Tourist,Brazil,New York,35
Work,UK,Delhi,52
Student,UK,Beijing,35
Business,China,Tokyo,55
Work,UK,Paris,14
Business,Australia,Delhi,27
Student,Japan,Paris,53
Business,France,New York,10
Work,USA,Toronto,11
Tourist,UK,Tokyo,12
Student,France,Tokyo,46
Work,UK,Delhi,59
Family,Canada,Tokyo,48
Family,Japan,Sydney,25
Family,USA,Delhi,43
Tourist,Japan,Berlin,26
Business,Brazil,London,30
Business,Canada,Toronto,38
Business,Japan,Beijing,29
Tourist,China,London,40
Family,France,London,16
Business,France,Beijing,59
Tourist,UK,London,26
Tourist,Canada,Sydney,25
Work,Brazil,New York,34
Business,India,Delhi,43
Family,Australia,Tokyo,32
Student,Japan,Berlin,50
Tourist,India,Delhi,49
Work,USA,Paris,52
Student,Germany,Delhi,45
Tourist,Australia,Delhi,33
Work,Brazil,Sydney,20
Business,UK,Sao Paulo,11
Work,USA,Tokyo,37
Tourist,Germany,London,45
Business,Brazil,New York,41
Family,Brazil,Sao Paulo,15
Work,Canada,Delhi,31
Student,Australia,Sydney,56
Business,Japan,Toronto,25
Business,Germany,Sao Paulo,21
Family,China,Berlin,22
Work,Japan,Toronto,51
Student,UK,Sydney,55
Family,China,New York,11
Work,Brazil,Delhi,24
Student,UK,Sydney,56
Student,Brazil,New York,11
Tourist,UK,London,31
Student,India,Delhi,23
Work,Canada,Paris,39
Family,China,Berlin,31
Family,Japan,Sao Paulo,53
Tourist,China,Paris,22
Work,UK,Toronto,18
Student,Australia,Sydney,46
Tourist,Brazil,London,34
Business,Canada,Berlin,50
Work,China,Beijing,29
Tourist,India,New York,24
Family,UK,Berlin,33
Tourist,China,Sydney,55
Business,Brazil,Delhi,50
Work,France,Tokyo,34
Tourist,Japan,Tokyo,60
Student,France,Sao Paulo,10
Work,Japan,London,47
Tourist,Brazil,Sao Paulo,15
Tourist,India,Delhi,19
Work,India,Berlin,45
Family,UK,Beijing,18
Student,China,London,55
Work,USA,Paris,40
Student,Brazil,Tokyo,44
Student,Germany,Paris,11
Work,Japan,Beijing,35
Tourist,Australia,Berlin,48
Family,China,New York,59
Student,Australia,Delhi,52
Student,India,Delhi,58
Tourist,Australia,Sao Paulo,52
Work,China,Toronto,29
Family,UK,Tokyo,11
Student,Australia,Beijing,35
Student,Japan,Beijing,51
Work,France,Berlin,28
Tourist,France,Sao Paulo,15
Business,Japan,Delhi,38
Tourist,Australia,New York,31
Student,France,Berlin,23
Student,Germany,Sao Paulo,52
Family,India,Paris,23
Tourist,Australia,London,50
Business,China,Tokyo,48
Family,UK,Delhi,52
Business,UK,New York,45
Family,Brazil,New York,45
Tourist,France,Paris,51
Student,India,Beijing,23
Business,Germany,London,45
Tourist,Brazil,Paris,14
Business,China,Sao Paulo,34
Tourist,India,Delhi,18
Family,USA,London,15
Tourist,Germany,Delhi,32
Family,Brazil,London,41
Student,India,Sydney,24
Family,Australia,Paris,19
Work,China,Sydney,59
Student,UK,Toronto,50
Tourist,Germany,New York,17
Tourist,Japan,Toronto,46
Work,Canada,Sydney,49
Tourist,Australia,Paris,45
Student,Germany,Tokyo,37
Student,Brazil,Delhi,40
Family,Australia,New York,36
Business,Australia,Sao Paulo,21
Tourist,UK,Tokyo,30
Work,UK,Tokyo,56
Student,Canada,Toronto,59
Student,Germany,Sao Paulo,36
Student,Australia,Berlin,37
Business,USA,Beijing,41
Business,UK,Sydney,17
Tourist,Canada,Sao Paulo,47
Work,Germany,Delhi,28
Business,Australia,Sydney,29
Family,Brazil,Sao Paulo,44
Business,UK,London,21
Student,Germany,Sao Paulo,41
Work,Canada,Paris,51
Tourist,Brazil,Paris,17
Business,China,Berlin,13
Student,Australia,Paris,10
Family,USA,London,48
Family,Germany,Delhi,52
Tourist,USA,Paris,37
Tourist,Germany,Toronto,54
Business,France,London,24
Tourist,USA,Paris,54
Student,France,Sydney,20
Student,Germany,Delhi,56
Student,UK,New York,45
Business,Germany,Beijing,28
Business,India,Tokyo,36
Tourist,USA,Tokyo,21
Business,Canada,Sao Paulo,20
Student,Japan,New York,59
Work,India,Delhi,28
Student,Canada,Delhi,48
Work,Australia,New York,10
Tourist,UK,Sao Paulo,60
Family,Canada,Beijing,19
Business,USA,Tokyo,35
Business,France,Paris,40
Student,UK,London,54
Student,Canada,Delhi,23
Work,India,Sydney,59
Business,Canada,Sao Paulo,45
Tourist,India,Berlin,13
Student,Japan,New York,28
Business,USA,Sydney,59
Family,Australia,Paris,45
Work,Japan,Delhi,39
Student,UK,Paris,43
Student,Australia,London,47
Tourist,India,Tokyo,35
Student,Germany,Sao Paulo,30
Business,USA,Sao Paulo,28
Business,Canada,Paris,21
Business,Canada,New York,36
Family,India,New York,44
Family,Germany,Sydney,59
Student,China,Tokyo,21
Family,China,London,16
Family,Germany,New York,50
Tourist,Brazil,London,26
Family,India,Sydney,18
Work,Australia,Beijing,26
Work,India,New York,23
Work,Australia,Toronto,42
Student,Brazil,Paris,20
Business,USA,Toronto,31
Tourist,Brazil,Toronto,32
Student,India,Sydney,34
Business,France,Tokyo,31
Tourist,Germany,Delhi,46
Tourist,USA,New York,59
Tourist,USA,Paris,22
Work,Canada,Paris,32
Work,China,Toronto,26
Work,China,Toronto,57
Tourist,Japan,Sydney,47
Tourist,India,Paris,10
Work,Brazil,Beijing,23
Tourist,Japan,Beijing,52
Work,UK,Delhi,18
Work,France,Sao Paulo,56
Work,Canada,Delhi,39
Business,Brazil,Berlin,34
Tourist,UK,Toronto,41
Student,Japan,Toronto,54
Work,Japan,Delhi,57
Student,France,New York,58
Business,UK,London,33
Tourist,UK,Toronto,41
Work,Brazil,New York,23
Work,Brazil,Berlin,16
Work,UK,Sydney,38
Student,Australia,Sao Paulo,19
Business,USA,Paris,28
Tourist,Japan,Delhi,23
Business,USA,Paris,27
Work,Brazil,London,20
Business,France,Paris,48
Student,Brazil,Sydney,35
Family,China,London,48
Family,China,New York,50
Tourist,Canada,Toronto,23
Tourist,India,Delhi,33
Business,China,London,58
Tourist,Australia,Beijing,18
Student,Brazil,Sydney,48
Work,USA,Paris,35
Work,UK,Sao Paulo,22
Business,China,Paris,17
Work,UK,Sydney,24
Business,Japan,Beijing,59
Tourist,Australia,Paris,48
Tourist,Canada,Sao Paulo,36
Student,Canada,Delhi,53
Work,USA,Beijing,51
Student,Japan,New York,60
Family,USA,Sao Paulo,12
Student,Canada,Tokyo,53
Business,Germany,Toronto,35
Business,UK,Sydney,50
Student,France,Sao Paulo,34
Tourist,Canada,London,39
Family,Brazil,Paris,39
Student,UK,Beijing,52
Tourist,UK,Paris,35
Student,UK,Beijing,28
Work,UK,London,36
Business,China,London,14
Work,Brazil,London,52
Work,India,London,48
Family,UK,Toronto,42
Tourist,Brazil,Paris,25
Business,Brazil,Beijing,34
Work,Canada,Tokyo,51
Business,France,Sydney,60
Tourist,France,Beijing,57
Student,Japan,Beijing,56
Work,Japan,Sao Paulo,57
Tourist,Australia,Beijing,47
Business,Brazil,Beijing,12
Tourist,Germany,New York,32
Student,China,Sydney,58
Tourist,UK,Delhi,22
Business,UK,Sao Paulo,31
Work,USA,London,11
Work,France,Toronto,55
Family,Germany,Sydney,47
Business,France,Paris,25
Family,Australia,Beijing,42
Family,Brazil,Beijing,10
Student,Brazil,Delhi,17
Business,Canada,Sao Paulo,28
Work,India,Paris,22
Business,France,New York,59
Student,USA,Sydney,57
Business,India,Tokyo,37
Business,Japan,Sydney,17
Family,France,Delhi,57
Business,Japan,Toronto,54
Family,Canada,Paris,31
Family,UK,Delhi,32
Tourist,France,Delhi,20
Student,China,Sao Paulo,20
Family,India,New York,55
Business,Japan,Tokyo,49
Family,China,Toronto,54
Family,USA,Beijing,55
Family,Brazil,Beijing,30
Work,UK,Toronto,42
Work,Australia,Delhi,25
Work,Japan,Beijing,49
Work,Australia,London,14
Tourist,China,Sydney,40
Family,India,Sao Paulo,23
Tourist,USA,Berlin,55
Business,Germany,Delhi,15
Student,UK,Delhi,37
Tourist,USA,New York,27
Work,Australia,Sao Paulo,31
Work,China,Toronto,15
Business,India,Tokyo,21
Family,Japan,Beijing,48
Student,Japan,Beijing,60
Tourist,Canada,Tokyo,13
Family,France,Sao Paulo,24
Family,Australia,Delhi,33
Tourist,Germany,London,54
Tourist,Australia,Sao Paulo,25
Tourist,Germany,Berlin,54
Tourist,UK,Sydney,51
Work,UK,Toronto,12
Family,Brazil,Berlin,56
Family,UK,New York,33
Work,Brazil,New York,60
Family,Australia,Berlin,25
Tourist,India,Paris,27
Student,Japan,New York,39
Family,Japan,Delhi,53
Student,China,Toronto,10
Student,USA,Delhi,21
Work,Germany,Sao Paulo,12
Business,Germany,Sao Paulo,52
Family,Australia,Tokyo,49
Work,France,Toronto,15
Work,UK,Paris,55
Student,USA,Beijing,38
Family,Brazil,Delhi,45
Work,India,Tokyo,59
Tourist,UK,Beijing,12
Work,France,London,38
Tourist,France,New York,10
Business,Germany,Delhi,20
Tourist,USA,Tokyo,48
Tourist,UK,Delhi,54
Student,Germany,Beijing,22
Work,France,New York,44
Business,Japan,Paris,50
Work,Australia,Toronto,30
Tourist,Brazil,London,39
Tourist,UK,Beijing,30
Work,Japan,London,52
Business,Canada,Sao Paulo,20
Business,China,New York,10
Student,Japan,Sydney,19
Tourist,Brazil,Sydney,11
Tourist,USA,London,41
Student,Brazil,Toronto,27
Work,China,Tokyo,26
Tourist,Australia,Sao Paulo,55
Work,Australia,Delhi,49
Business,Brazil,Berlin,60
Family,Canada,Delhi,44
Student,Brazil,Sydney,41
Tourist,Germany,Toronto,59
Student,Canada,Beijing,16
Business,Australia,London,45
Business,India,Sao Paulo,45
Business,France,Beijing,47
Business,Canada,Delhi,16
Family,Canada,Toronto,47
Work,Brazil,Tokyo,57
Work,Australia,Sydney,41
Family,Australia,Sao Paulo,14
Work,France,Sao Paulo,29
Business,China,Beijing,28
Work,China,Toronto,35
Student,UK,Delhi,38
Work,Japan,Beijing,33
Student,France,Beijing,51
Tourist,Canada,Tokyo,60
Student,France,Toronto,51
Student,Australia,London,15
Business,Canada,Sao Paulo,58
Business,Japan,Paris,39
Business,Japan,Sao Paulo,52
Student,France,Sao Paulo,37
Family,Brazil,Berlin,59
Business,UK,Paris,20
Business,Japan,Beijing,28
Student,Australia,Berlin,16
Tourist,Japan,Beijing,26
Tourist,India,Tokyo,21
Work,India,Toronto,29
Tourist,Australia,Toronto,16
Business,China,Beijing,45
